smiles,MW,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,QED,Lipinski_Violations,scaffold,molecule_chembl_id,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,target_chembl_id,document_chembl_id,type1_confidence,type1_reasoning
CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,495.54299999999984,3.3252200000000016,1,10,128.60000000000002,7,4,0.4239099524105624,0,O=C1CCCC2=C1C(c1cc3ccccc3n3nnnc13)C=CN2c1cccnc1,CHEMBL3325478,IC50,7000.0,nM,5.16,CHEMBL3375023,CHEMBL203,CHEMBL3352252,0.6,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,481.51599999999985,3.0168000000000017,1,10,128.60000000000002,6,4,0.4373439252942457,0,O=C1CCCC2=C1C(c1cc3ccccc3n3nnnc13)C=CN2c1cccnc1,CHEMBL3325477,IC50,90.0,nM,7.05,CHEMBL3375023,CHEMBL203,CHEMBL3352252,0.7999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)C1=c2sc(=Cc3ccco3)c(=O)n2C(N)=C(C#N)C1c1ccco1,409.4229999999999,1.0866800000000003,1,9,124.39,6,3,0.6395698439311306,0,O=c1c(=Cc2ccco2)sc2n1C=CC(c1ccco1)C=2,CHEMBL1999112,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.6,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1,393.2409999999997,3.264500000000001,2,6,93.21000000000001,8,2,0.7018351742887791,0,c1ccc(Nc2ccncn2)cc1,CHEMBL4288761,IC50,933.0,nM,6.03,CHEMBL4267257,CHEMBL203,CHEMBL4265907,1.0,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOC(=O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,362.8169999999997,3.5455000000000014,2,6,93.21000000000001,9,2,0.6974228745549078,0,c1ccc(Nc2ccncn2)cc1,CHEMBL4283061,IC50,27.0,nM,7.57,CHEMBL4267255,CHEMBL203,CHEMBL4265907,1.0,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(NCc4ccccc4)c3cc21,406.4419999999998,3.493100000000002,1,8,99.25,9,4,0.44718454323409657,0,O=c1[nH]c2cc3c(NCc4ccccc4)ncnc3cc2o1,CHEMBL3612577,IC50,10000.0,nM,,CHEMBL3614855,CHEMBL203,CHEMBL3611993,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(O)cc4)c3cc21,408.4139999999998,3.3302000000000023,2,9,119.48,9,4,0.35295587997925665,0,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,CHEMBL3612594,IC50,20.0,nM,7.7,CHEMBL3614855,CHEMBL203,CHEMBL3611993,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(S(N)(=O)=O)cc4)c3cc21,471.49499999999983,2.2720000000000002,2,10,159.41,10,4,0.3674322440909689,0,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,CHEMBL3612582,IC50,10000.0,nM,,CHEMBL3614855,CHEMBL203,CHEMBL3611993,0.7999999999999999,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3cc21,432.4399999999998,3.5009000000000015,2,9,127.92999999999999,8,5,0.3740833211469772,0,O=c1[nH]c2cc3c(Nc4ccc5[nH]ncc5c4)ncnc3cc2o1,CHEMBL3612590,IC50,130.0,nM,6.89,CHEMBL3614855,CHEMBL203,CHEMBL3611993,0.8999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cccc(O)c4)c3cc21,408.4139999999998,3.3302000000000023,2,9,119.48,9,4,0.4469904659366124,0,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,CHEMBL3612595,IC50,8.7,nM,8.06,CHEMBL3614855,CHEMBL203,CHEMBL3611993,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,315.3249999999997,2.6596000000000015,3,6,99.35000000000001,9,2,0.4473556728891674,0,C(=N/c1ccccc1)\c1ccccc1,CHEMBL168425,IC50,20000.0,nM,4.7,CHEMBL674005,CHEMBL203,CHEMBL1127676,0.65,Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,317.34099999999967,2.521100000000001,4,6,99.02000000000001,10,2,0.48253422234542653,0,c1ccc(CNc2ccccc2)cc1,CHEMBL171727,IC50,7000.0,nM,5.16,CHEMBL680022,CHEMBL203,CHEMBL1127676,0.7999999999999999,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)[C@@H]1CCCN1CC(=O)NNC(=O)COc1ccc(-c2nc3ccccc3s2)cc1OC,512.5879999999999,2.5256000000000016,2,9,119.09000000000002,11,3,0.3316922542267855,1,O=C(COc1ccc(-c2nc3ccccc3s2)cc1)NNC(=O)CN1CCCC1,CHEMBL5201110,IC50,109.0,nM,6.96,CHEMBL5133605,CHEMBL203,CHEMBL5131433,0.7999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,310.3529999999997,3.3009400000000015,2,3,71.19,6,2,0.6747222050998686,0,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEMBL86943,IC50,100000.0,nM,,CHEMBL676159,CHEMBL203,CHEMBL1131018,0.3,Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical; Very weak activity (penalty)
CCOC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,301.2979999999997,2.730700000000001,3,6,99.35000000000001,8,2,0.4578862429702947,0,C(=N/c1ccccc1)\c1ccccc1,CHEMBL354521,IC50,40000.0,nM,4.4,CHEMBL674006,CHEMBL203,CHEMBL1127676,0.65,Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,303.3139999999997,2.5922000000000005,4,6,99.02000000000001,9,2,0.5003677995779018,0,c1ccc(CNc2ccccc2)cc1,CHEMBL355857,IC50,400.0,nM,6.4,CHEMBL680022,CHEMBL203,CHEMBL1127676,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)c1ccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)cc1,372.3809999999997,2.5903,3,8,130.51,10,2,0.5725861878062483,0,c1ccc(Nc2ccncn2)cc1,CHEMBL4290750,IC50,21.0,nM,7.68,CHEMBL4267257,CHEMBL203,CHEMBL4265907,1.0,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOC(=O)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,477.5209999999998,3.1803000000000017,1,10,111.72,9,4,0.38245997855346453,0,O=c1oc2cc3ncnc(Nc4ccccc4)c3cc2n1CCCN1CCOCC1,CHEMBL2064374,IC50,5800.0,nM,5.24,CHEMBL2066000,CHEMBL203,CHEMBL2062376,0.7999999999999999,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,293.3259999999997,3.5501000000000014,1,5,64.11,5,3,0.7451939087476416,0,c1ccc(Nc2nncc3ccccc23)cc1,CHEMBL3906533,IC50,4.4,nM,8.36,CHEMBL3870506,CHEMBL203,CHEMBL3870309,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCOC)c4cc23)c1,424.41299999999984,2.8100000000000014,2,10,128.71,10,4,0.3397417033106409,0,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,CHEMBL3612573,IC50,440.0,nM,6.36,CHEMBL3614855,CHEMBL203,CHEMBL3611993,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)c1ccc2[nH]c3c(c2c1)CCNC3=O,258.277,1.6304999999999998,2,3,71.19,3,2,0.8041609038136314,0,O=C1NCCc2c1[nH]c1ccccc21,CHEMBL2005528,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.5,Activity in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOC(=O)c1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,310.35699999999974,3.4950400000000013,2,5,79.9,7,3,0.7209870582913267,0,c1ccc(Nc2ncnc3[nH]ccc23)cc1,CHEMBL72976,IC50,100000.0,nM,,CHEMBL677880,CHEMBL203,CHEMBL1129072,0.45,Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties; Very weak activity (penalty)
CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,324.38399999999973,3.0805000000000016,1,6,68.52,8,3,0.7057678404323402,0,c1ccc(CNc2ncnn3cccc23)cc1,CHEMBL371863,IC50,200.0,nM,6.7,CHEMBL881943,CHEMBL203,CHEMBL1140398,0.95,Activity in Type 1 range; Activity in typical Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,350.38199999999983,3.088300000000001,2,7,97.2,7,4,0.5369205850226693,0,c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1,CHEMBL372112,IC50,50.0,nM,7.3,CHEMBL881943,CHEMBL203,CHEMBL1140398,1.0,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOC(C)=O.CN(C)CCNc1[nH]cnc2nc3ccccc3c1-2,343.43099999999964,2.6056,2,6,83.14,9,1,0.6930238413335614,0,c1ccc2c3c[nH]cnc-3nc2c1,CHEMBL357326,IC50,10000.0,nM,,CHEMBL679944,CHEMBL203,CHEMBL1132555,0.65,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; General kinase inhibitor properties
CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,329.35999999999973,1.4750999999999999,2,8,108.31,10,3,0.7047153994976786,0,c1ccc(-c2n[nH]c3ncncc23)cc1,CHEMBL1242753,IC50,8010.0,nM,5.1,CHEMBL1243977,CHEMBL203,CHEMBL1240340,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,370.42999999999984,3.181080000000001,3,6,116.57,10,2,0.39145113544468174,0,c1ccc(CSc2ccccc2)cc1,CHEMBL483233,IC50,3000.0,nM,5.52,CHEMBL941412,CHEMBL203,CHEMBL1150213,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc(OC)c2)c1O,384.4569999999998,3.484080000000002,2,6,105.57,11,2,0.40997897227965086,0,c1ccc(CSc2ccccc2)cc1,CHEMBL483232,IC50,4000.0,nM,5.4,CHEMBL941412,CHEMBL203,CHEMBL1150213,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,354.4309999999998,3.4754800000000023,2,5,96.33999999999999,9,2,0.45071677739642174,0,c1ccc(CSc2ccccc2)cc1,CHEMBL485070,IC50,400.0,nM,6.4,CHEMBL941412,CHEMBL203,CHEMBL1150213,0.95,Activity in Type 1 range; Activity in typical Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,282.29499999999973,3.564300000000002,1,4,59.67,5,3,0.7975171213321737,0,O=c1cc(-c2ccccc2)oc2ccccc12,CHEMBL172517,IC50,31800.0,nM,4.5,CHEMBL4231196,CHEMBL203,CHEMBL4229349,0.30000000000000004,LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1cc2ncnc(NC3=CC(=O)C(OC(CF)CF)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,515.517,2.740500000000001,2,9,122.75000000000001,15,2,0.324479654374935,1,O=C1C=CC(=O)C(Nc2ncnc3ccccc23)=C1,CHEMBL243410,IC50,283.3,nM,6.55,CHEMBL892951,CHEMBL203,CHEMBL1147965,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOc1cc2ncnc(NC3=CC(=O)C(OC)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,451.4829999999998,2.0626999999999995,2,9,122.75000000000001,13,2,0.43554567052012644,0,O=C1C=CC(=O)C(Nc2ncnc3ccccc23)=C1,CHEMBL428039,IC50,799.3,nM,6.1,CHEMBL892951,CHEMBL203,CHEMBL1147965,0.9999999999999999,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,421.45699999999977,3.2485,3,7,114.47000000000003,9,3,0.5364209967939662,0,O=C1NC(C(=O)Nc2ccc3ncnc(NCc4ccccc4)c3c2)CO1,CHEMBL3818563,IC50,0.71,nM,9.15,CHEMBL3820193,CHEMBL203,CHEMBL3817746,0.95,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CO,390.80199999999985,3.4954000000000023,3,6,96.37000000000002,8,3,0.5958266457736722,0,c1ccc(Nc2ncnc3ccccc23)cc1,CHEMBL4449681,IC50,0.34,nM,9.47,CHEMBL4384432,CHEMBL203,CHEMBL4382245,0.95,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1cc2ncnc(Nc3cccc(OC)c3)c2c2c1OCCO2,353.37799999999976,3.5519000000000016,1,7,74.73000000000002,7,3,0.7515995256302264,0,c1ccc(Nc2ncnc3ccc4c(c23)OCCO4)cc1,CHEMBL3805774,IC50,4.4,nM,8.36,CHEMBL3807186,CHEMBL203,CHEMBL3804755,1.0,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c2c1OCCO2,368.3489999999999,3.451500000000002,1,8,108.64000000000001,6,3,0.5386720565625972,0,c1ccc(Nc2ncnc3ccc4c(c23)OCCO4)cc1,CHEMBL3805238,IC50,9.7,nM,8.01,CHEMBL3807186,CHEMBL203,CHEMBL3804755,1.0,Activity in Type 1 range; Activity in typical Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)NCC(=O)O)n2)cc1,439.41499999999985,3.330680000000001,2,7,112.31,9,2,0.6069184571817119,0,c1ccc(-c2ccccn2)cc1,CHEMBL2029694,IC50,8400.0,nM,5.08,CHEMBL2034705,CHEMBL203,CHEMBL2029299,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,327.38799999999964,3.0637000000000008,1,7,88.08,10,3,0.7745831809493207,0,c1ccc(-c2n[nH]c3ncncc23)cc1,CHEMBL1242472,IC50,5950.0,nM,5.22,CHEMBL1243977,CHEMBL203,CHEMBL1240340,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,339.39899999999966,3.2949000000000015,2,7,99.08,7,3,0.7564728838537961,0,c1ccc(-c2nn(C3CCCC3)c3ncncc23)cc1,CHEMBL1242289,IC50,768.0,nM,6.12,CHEMBL1243977,CHEMBL203,CHEMBL1240340,0.95,Activity in Type 1 range; Activity in typical Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,353.42599999999965,3.597900000000002,1,7,88.08,8,3,0.7538570725827946,0,c1ccc(-c2nn(C3CCCC3)c3ncncc23)cc1,CHEMBL1240554,IC50,1400.0,nM,5.85,CHEMBL1243977,CHEMBL203,CHEMBL1240340,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1ccc(C(=O)Nc2nccc(-c3cccnc3)n2)cc1NC(=O)/C=C/CN(C)C,446.5109999999997,3.2459000000000016,2,7,109.33999999999999,12,3,0.48571347031306245,0,O=C(Nc1nccc(-c2cccnc2)n1)c1ccccc1,CHEMBL2385988,IC50,6000.0,nM,5.22,CHEMBL2390159,CHEMBL203,CHEMBL2384937,0.95,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,449.51099999999974,3.402300000000002,1,9,94.65,9,4,0.4374148126849475,0,O=c1oc2cc3ncnc(Nc4ccccc4)c3cc2n1CCCN1CCOCC1,CHEMBL2064382,IC50,1400.0,nM,5.85,CHEMBL2066000,CHEMBL203,CHEMBL2062376,0.7999999999999999,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,319.3679999999997,3.1644000000000005,1,6,78.85,6,4,0.6272694179011019,0,c1ccc2cc(-c3n[nH]c4ncncc34)ccc2c1,CHEMBL1242661,IC50,21000.0,nM,4.68,CHEMBL1243977,CHEMBL203,CHEMBL1240340,0.45,MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1ccc2cc(-c3nn(CC4CCNCC4)c4ncnc(N)c34)ccc2n1.Cl,439.95099999999957,3.443800000000001,2,8,103.77,7,4,0.4903981626885349,0,c1cnc2ccc(-c3nn(CC4CCNCC4)c4ncncc34)cc2c1,CHEMBL2070051,IC50,10000.0,nM,,CHEMBL2072949,CHEMBL203,CHEMBL2069256,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1ccccc1C=NNC(=O)c1nnn(-c2nonc2N)c1N1CCCC1,411.42599999999976,0.9952999999999996,2,11,149.58,9,3,0.4284696068729471,1,O=C(NN=Cc1ccccc1)c1nnn(-c2cnon2)c1N1CCCC1,CHEMBL1992732,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.5,Activity in Type 1 range; MW in Type 1 range; Aromatic ring count typical
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,374.4219999999998,1.26768,2,7,135.17,9,2,0.7768738013853492,0,O=C(NCc1ccccc1)c1ccccn1,CHEMBL424872,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,383.85699999999974,2.0494,2,6,111.37999999999998,9,2,0.7891266501926829,0,O=C(NCc1ccccc1)c1ccccn1,CHEMBL377383,Ki,1800.0,nM,,CHEMBL867306,CHEMBL203,CHEMBL1138045,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCOc1nc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc(N)c1C#N,375.40999999999985,0.5115800000000001,3,7,161.19,9,2,0.6623410762515892,0,O=C(NCc1ccccc1)c1ccccn1,CHEMBL2004355,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.6,Activity in Type 1 range; MW in Type 1 range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,375.4099999999998,0.5115800000000006,3,7,161.19,9,2,0.6623410762515893,0,O=C(NCc1ccccc1)c1ccccn1,CHEMBL377408,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.6,Activity in Type 1 range; MW in Type 1 range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1Cl,384.84499999999974,1.2933000000000003,3,6,137.4,9,2,0.6857127448208695,0,O=C(NCc1ccccc1)c1ccccn1,CHEMBL2006581,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,297.31799999999976,1.25918,2,6,113.91999999999999,7,2,0.858341736670672,0,O=C(NCc1cccnc1)c1ccccn1,CHEMBL209534,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.6,Activity in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(C(=O)NCc2ccncc2)cc(N)c1C#N,297.31799999999976,1.25918,2,6,113.91999999999999,7,2,0.858341736670672,0,O=C(NCc1ccncc1)c1ccccn1,CHEMBL1984206,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.6,Activity in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,434.4739999999998,1.5360799999999997,2,9,153.63,13,2,0.6293082808757999,0,O=C(Cc1ccccc1)Nc1ccccn1,CHEMBL210963,Ki,1800.0,nM,,CHEMBL860206,CHEMBL203,CHEMBL1148638,0.6,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; Aromatic ring count typical
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,443.90899999999976,2.3177999999999996,2,8,129.84,13,2,0.6351982895506235,0,O=C(Cc1ccccc1)Nc1ccccn1,CHEMBL210928,Ki,1800.0,nM,,CHEMBL860206,CHEMBL203,CHEMBL1148638,0.7,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,356.3819999999997,2.13258,2,7,119.49000000000001,11,2,0.7795508815441708,0,O=C(Cc1ccccc1)Nc1ccccn1,CHEMBL210618,Ki,1800.0,nM,,CHEMBL860206,CHEMBL203,CHEMBL1148638,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,371.4259999999998,1.09568,1,7,120.55999999999999,6,3,0.7167032115900049,0,c1nc(-c2cnn(C3CNC3)c2)c2cc[nH]c2n1,CHEMBL2105759,Kd,30000.0,nM,,CHEMBL3991696,CHEMBL203,CHEMBL3991601,0.4,MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,482.00999999999965,1.7869000000000006,3,8,133.55,9,2,0.5191860772131784,0,c1cc(NC2CC2)nc(Nc2ccc(N3CCNCC3)cc2)n1,CHEMBL3991929,Kd,30000.0,nM,,CHEMBL3991696,CHEMBL203,CHEMBL3991601,0.6,Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,316.38599999999974,2.5737000000000005,3,4,100.86999999999999,6,3,0.6882700414997416,0,c1ccc(-c2ccc3[nH]ncc3c2)cc1,CHEMBL1997597,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.95,Activity in Type 1 range; Contains aniline substituent; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,346.4329999999998,2.8558000000000003,1,5,90.12,5,3,0.7863042361116613,0,c1ccc(-c2cncc3sccc23)cc1,CHEMBL2000104,Ki,1995.26,nM,,CHEMBL1963766,CHEMBL203,CHEMBL1201862,0.75,Activity in Type 1 range; MW in Type 1 range; LogP in drug-like range; H-bond features typical of Type 1; Aromatic ring count typical; General kinase inhibitor properties
